year,f024,f161,f162,h125,h126,h133,h134,age_m,age_w,edu_m,edu_w,gen_m,gen_w,NSIB018H,NSIB018DH,FB,girl
2010,,,,,,,,45,41,1,1,1,1,1,0,0,0
2010,,,,,,,,34,35,2,1,2,2,2,1,1,0
2011,,,,no,,not at all over the last 12 months,,35,36,2,1,2,2,2,1,1,0
2012,no,good,good,,,,,37,36,2,1,2,2,2,1,1,0
2013,,,,,,,,37,38,2,1,2,2,2,1,1,0
2015,,,,,,,,55,51,3,3,1,1,0,0,1,0
2016,,,,,,,,56,52,3,3,1,1,0,0,1,0
2008,no,very good,very good,yes,yes,once or twice a week,yes,45,42,2,1,1,1,1,0,1,0
2008,,,,yes,yes,once or twice a week,yes,44,42,2,1,1,1,1,0,0,0
2009,no,very good,very good,yes,yes,once or twice a week,yes,46,43,2,1,1,1,1,0,1,0
2009,no,good,good,yes,yes,once or twice a week,no,46,43,2,1,1,1,1,0,0,0
2010,no,very good,very good,yes,yes,once or twice a week,yes,47,44,2,1,1,1,1,0,0,0
2011,no,good,good,yes,yes,once or twice a month,no,48,45,2,1,1,1,1,0,0,0
2014,,,,,,,,45,46,3,2,1,1,1,1,1,0
2015,no,good,good,no,,once or twice a month,yes,47,48,3,2,1,1,1,1,1,0
2016,,,,,,,,48,49,3,2,1,1,1,0,0,0
2016,no,very good,very good,no,,once or twice a week,yes,48,49,3,2,1,1,1,1,1,0
2008,no,good,good,,,,,46,47,1,1,1,1,1,0,1,0
2008,,,,,,,,45,46,1,1,1,1,1,0,0,0
2009,,,,yes,yes,five or six days per week,yes,46,47,1,1,1,1,1,0,0,0
2010,,,,,,,,47,48,1,1,1,1,1,0,0,0
2008,no,very good,very good,yes,"no, I stopped",once or twice a week,yes,49,49,3,3,1,1,1,1,1,0
2009,,,,no,,once or twice a month,no,49,49,3,3,1,1,1,0,0,1
2009,no,good,good,,,,,50,50,3,3,1,1,1,1,1,0
2010,yes,very good,good,,,,,51,51,3,3,1,1,1,0,0,1
2011,yes,very good,good,no,,once or twice a year,no,52,52,3,3,1,1,1,0,0,1
2012,yes,very good,good,,,,,53,53,3,3,1,1,1,0,0,1
2015,,,,,,,,47,36,2,1,2,2,1,1,1,0
2016,no,very good,very good,no,,not at all over the last 12 months,,48,37,2,1,2,2,1,1,1,0
2008,no,very good,very good,no,,once or twice a month,no,56,46,2,1,1,1,2,2,1,1
2008,,,,,,,,55,45,2,1,1,1,2,2,0,1
2009,no,good,good,no,,once or twice a week,yes,57,47,2,1,1,1,2,2,0,1
2010,no,good,fairly good,no,,once or twice a week,yes,58,48,2,1,1,1,2,2,0,1
2011,no,good,good,no,,once every two months,no,59,49,2,1,1,1,2,2,0,1
2015,,,,,,,,62,53,2,1,1,1,2,2,0,0
2016,,,,,,,,63,54,2,1,1,1,2,2,0,0
2008,,,,,,,,45,41,2,3,1,1,1,1,1,0
2009,yes,good,good,yes,yes,once or twice a month,yes,46,43,2,3,1,1,1,1,1,0
2010,yes,very good,very good,yes,yes,once or twice a week,yes,47,44,2,3,1,1,1,1,1,0
2011,,,,no,,once or twice a year,no,48,44,2,3,1,1,1,0,0,1
2011,yes,very good,very good,yes,yes,once or twice a week,yes,48,45,2,3,1,1,1,1,1,0
2012,no,very good,very good,no,,once or twice a year,no,49,46,2,3,1,1,1,0,0,1
2013,no,very good,very good,no,,once or twice a year,no,50,47,2,3,1,1,1,0,0,1
2014,no,good,good,,,,,51,48,2,3,1,1,1,0,0,1
2012,,,,no,,once or twice a week,yes,47,46,2,2,1,1,1,1,1,1
2013,no,very good,very good,,,,,48,47,2,2,1,1,1,1,1,1
2008,,,,no,,once every two months,no,53,49,3,3,1,1,2,1,1,1
2009,no,very good,very good,yes,"no, I stopped",once every two months,no,54,51,3,1,1,1,2,1,1,1
2010,,,,no,,once or twice a year,no,55,51,3,3,1,1,2,2,0,0
2010,no,very good,very good,no,,once or twice a month,no,55,52,3,3,1,1,2,1,1,1
2011,no,very good,very good,no,,once or twice a year,no,56,52,3,3,1,1,2,2,0,0
2011,no,very good,very good,,,,,56,53,3,3,1,1,2,1,1,1
2012,,,,no,,once or twice a week,yes,57,53,3,3,1,1,2,1,0,1
2012,no,very good,very good,no,,once every two months,no,57,53,3,3,1,1,2,2,0,0
2013,no,very good,very good,no,,once or twice a week,no,58,54,3,3,1,1,1,0,0,1
2013,no,very good,very good,no,,once or twice a month,no,58,54,3,3,1,1,1,1,0,0
2014,yes,very good,very good,,,,,59,56,3,3,1,1,1,0,0,1
2012,no,very good,very good,no,,once or twice a year,no,36,36,1,2,2,2,1,0,0,0
2012,,,,,,,,44,44,1,2,2,2,1,0,1,0
2013,no,very good,good,no,,once every two months,no,37,37,1,2,2,2,1,0,0,0
2014,no,good,good,,,,,38,38,1,2,2,2,1,0,0,0
2008,,,,,,,,48,43,2,1,3,1,1,1,1,0
2008,,,,,,,,48,43,2,1,3,1,1,0,0,0
2009,,,,,,,,49,44,2,1,3,1,1,0,0,0
2010,,,,,,,,50,45,2,1,3,1,1,0,0,0
2008,yes,not so good,not so good,yes,yes,once or twice a month,no,42,42,3,2,1,1,1,0,1,1
2008,,,,no,,once or twice a month,no,42,41,3,2,1,1,1,1,0,0
2009,yes,fairly good,fairly good,yes,yes,once every two months,no,43,43,3,2,1,1,1,0,1,1
2009,yes,very good,very good,no,,once or twice a month,yes,43,43,3,2,1,1,1,1,0,0
2010,yes,very good,very good,no,,once every two months,no,44,44,3,2,1,1,1,1,0,0
2011,yes,good,good,no,,once every two months,no,45,45,3,2,1,1,1,1,0,0
2016,,,,,,,,47,44,2,2,1,1,1,0,1,0
2011,,,,no,,once or twice a year,no,47,44,1,1,1,1,1,0,1,0
2012,no,very good,very good,no,,once or twice a week,yes,48,45,1,1,1,1,1,0,1,0
2013,no,very good,very good,no,,once or twice a week,yes,49,46,1,1,1,1,1,0,1,0
2014,,,,,,,,50,47,1,1,1,1,1,0,0,0
2014,no,very good,very good,,,,,50,47,1,1,1,1,1,0,1,0
2015,,,,,,,,51,48,1,1,1,1,1,0,0,0
2011,,,,,,,,53,52,3,3,1,1,1,0,1,0
2012,no,very good,very good,yes,yes,three of four days per week,yes,56,54,3,3,1,1,1,0,1,0
2013,no,good,good,yes,yes,once or twice a week,yes,57,55,3,3,1,1,1,0,1,0
2013,,,,no,,once or twice a year,no,55,54,3,3,1,1,1,0,0,0
2014,no,good,good,,,,,58,56,3,3,1,1,1,0,1,0
2014,no,very good,very good,,,,,57,56,3,3,1,1,1,0,0,0
2015,no,very good,very good,no,,once or twice a month,yes,58,57,3,3,1,1,1,0,0,0
2016,,,,,,,,52,51,3,3,1,1,1,0,1,0
2008,,,,,,,,53,48,1,2,1,1,2,1,0,0
2008,,,,yes,yes,once or twice a week,yes,53,48,1,2,1,1,2,1,1,0
2009,,,,,,,,54,48,1,2,1,1,2,1,0,0
2009,,,,,,,,54,48,1,2,1,1,2,2,0,0
2009,,,,,,,,42,40,1,2,2,2,1,0,1,0
2010,,,,yes,yes,once or twice a month,no,43,41,1,2,2,2,1,0,1,0
2011,,,,,,,,44,42,1,2,2,2,1,0,1,0
2012,,,,,,,,45,43,1,2,2,2,1,0,1,0
2012,,,,,,,,45,43,1,2,4,4,1,0,0,0
2013,,,,,,,,46,44,1,2,4,4,1,0,0,0
2014,,,,,,,,47,45,1,2,4,4,1,0,0,0
2015,,,,,,,,49,46,1,2,4,4,1,0,0,0
2014,,,,,,,,58,46,1,2,1,1,1,0,0,0
2014,,,,,,,,58,46,1,2,4,4,1,0,1,0
2015,no,very good,very good,no,,not at all over the last 12 months,,59,48,1,2,1,1,1,0,0,0
2016,no,very good,very good,no,,once or twice a year,no,60,49,1,2,1,1,1,0,0,0
2008,no,good,good,no,,once or twice a year,no,48,47,2,2,1,1,1,1,1,1
2008,,,,,,,,47,46,2,2,1,1,1,1,0,1
2009,no,good,good,no,,once or twice a year,no,49,48,2,2,1,1,1,1,0,1
2010,no,fairly good,good,no,,once or twice a year,no,50,49,2,2,1,1,1,1,0,1
2011,no,fairly good,good,no,,once or twice a year,no,51,50,2,2,1,1,1,1,0,1
2008,,,,yes,yes,three of four days per week,yes,46,46,1,3,4,4,4,2,0,0
2009,,,,,,,,47,47,1,3,4,4,4,2,0,0
2010,,,,,,,,48,48,1,3,1,1,4,1,0,1
2011,no,very good,very good,no,,not at all over the last 12 months,,50,50,1,3,1,1,4,1,0,1
2012,no,very good,very good,no,,not at all over the last 12 months,,51,51,1,3,1,1,4,1,0,1
2012,,,,yes,yes,once every two months,yes,50,50,1,3,1,1,4,2,0,0
2013,no,very good,very good,no,,not at all over the last 12 months,,52,52,1,3,1,1,4,1,0,1
2013,no,fairly good,good,,,,,52,52,1,3,1,1,4,2,0,0
2014,,,,,,,,52,52,1,3,4,4,4,1,0,1
2014,,,,,,,,52,52,1,3,1,1,4,2,0,0
2015,no,very good,very good,no,,once or twice a year,no,53,53,1,3,4,4,4,1,0,1
2016,no,very good,very good,yes,"no, I stopped",not at all over the last 12 months,,55,55,1,3,4,4,4,1,0,1
2008,,,,,,,,48,49,3,1,1,1,2,1,0,0
2009,,,,,,,,49,50,3,1,1,1,2,1,0,0
2009,,,,,,,,49,50,3,1,1,1,2,1,0,0
2010,no,good,good,,,,,51,52,3,1,1,1,2,1,0,0
2010,no,good,good,,,,,51,52,3,1,1,1,2,1,0,0
2011,no,very good,very good,no,,once or twice a week,yes,52,53,3,1,1,1,2,1,0,0
2012,no,very good,very good,,,,,53,54,3,1,1,1,2,1,0,0
2008,no,good,good,yes,yes,three of four days per week,yes,50,50,1,2,1,1,0,0,1,1
2008,no,very good,good,,,,,46,46,2,2,1,1,1,1,1,1
2008,,,,,,,,45,45,2,2,1,1,1,1,0,0
2009,,,,,,,,46,46,2,2,1,1,1,1,1,1
2009,,,,,,,,46,46,2,2,1,1,1,1,0,0
2015,,,,,,,,46,41,3,2,1,1,1,1,1,1
2016,no,very good,very good,no,,once every two months,no,48,42,3,2,1,1,1,1,0,1
2009,,,,,,,,46,43,2,2,1,1,1,1,1,0
2010,no,very good,very good,yes,yes,once or twice a week,yes,48,45,2,2,1,1,1,1,1,0
2011,no,good,good,yes,yes,once or twice a week,yes,49,46,2,2,1,1,1,1,1,0
2012,no,very good,very good,yes,yes,once or twice a week,yes,50,47,2,2,1,1,1,1,1,0
2012,,,,,,,,49,46,2,2,1,1,1,0,0,1
2013,no,good,fairly good,yes,yes,once or twice a week,yes,51,46,2,2,1,1,1,0,0,1
2014,no,good,good,,,,,51,49,2,2,1,1,1,0,0,1
2015,no,good,good,yes,yes,once or twice a month,yes,52,50,2,2,1,1,1,0,0,1
2015,,,,,,,,46,46,3,3,1,1,1,1,1,0
2016,,,,,,,,47,47,3,3,1,1,1,1,1,0
2008,,,,,,,,51,44,2,2,1,1,2,1,0,1
2008,,,,,,,,51,44,2,2,1,1,2,1,0,1
2008,no,very good,very good,no,,once or twice a week,yes,52,45,2,2,1,1,2,2,1,0
2009,no,good,good,no,,once or twice a week,yes,53,46,2,2,1,1,2,1,0,1
2009,no,good,good,no,,once or twice a week,no,53,46,2,2,1,1,2,1,0,1
2009,no,very good,very good,no,,once or twice a week,yes,53,46,2,2,1,1,2,2,1,0
2010,,,,no,,once or twice a week,yes,53,46,2,2,1,1,2,1,0,1
2010,,,,yes,"no, I stopped",once or twice a week,yes,53,46,2,2,1,1,2,1,0,1
2011,yes,very good,very good,,,,,55,48,2,2,1,1,2,1,0,1
2011,no,good,good,,,,,55,48,2,2,1,1,2,1,0,1
2013,,,,yes,yes,once or twice a week,yes,47,46,3,3,1,1,2,0,1,0
2014,no,very good,fairly good,,,,,48,47,3,3,1,1,2,0,1,0
2015,no,good,good,yes,yes,once or twice a week,yes,50,48,3,3,1,1,2,0,1,0
2015,no,fairly good,good,,,,,50,48,3,3,1,1,2,0,0,0
2016,no,fairly good,good,no,,once or twice a month,yes,51,49,3,3,1,1,2,0,0,0
2014,,,,,,,,53,44,3,2,1,1,1,0,1,0
2015,,,,,,,,54,46,3,2,1,1,1,1,0,0
2015,,,,,,,,54,46,3,2,1,1,1,0,1,0
2016,,,,,,,,55,47,3,2,1,1,1,1,0,0
2016,,,,,,,,55,47,3,2,1,1,1,0,1,0
2008,,,,,,,,52,50,3,3,1,1,1,1,0,0
2008,yes,good,good,yes,yes,once or twice a year,no,52,51,3,3,1,1,1,0,0,1
2009,,,,yes,"no, I stopped",three of four days per week,no,53,51,3,3,1,1,1,1,0,0
2009,yes,good,good,yes,yes,once or twice a year,no,53,52,3,3,1,1,1,0,0,1
2010,yes,very good,very good,yes,"no, I stopped",once or twice a week,yes,54,52,3,3,1,1,1,1,0,0
2010,yes,very good,very good,,,,,54,53,3,3,1,1,1,0,0,1
2011,yes,good,good,,,,,55,53,3,3,1,1,1,1,0,0
2010,,,,,,,,46,31,3,3,1,2,2,1,1,0
2008,,,,yes,yes,once or twice a week,yes,39,38,2,2,1,1,1,0,1,1
2008,,,,yes,"no, I stopped",once every two months,yes,39,38,2,2,1,1,1,1,1,0
2009,no,fairly good,good,yes,yes,three of four days per week,yes,40,40,2,2,1,1,1,0,0,1
2009,yes,good,good,no,,once or twice a week,yes,40,40,2,2,1,1,1,1,0,0
2010,yes,very good,very good,yes,"no, I stopped",once or twice a week,yes,41,41,2,2,1,1,1,0,0,1
2010,yes,fairly good,fairly good,no,,once or twice a month,no,41,41,2,2,1,1,1,1,0,0
2011,yes,fairly good,fairly good,yes,yes,once or twice a month,no,42,42,2,2,1,1,1,0,0,1
2011,yes,good,good,no,,once or twice a year,no,42,42,2,2,1,1,1,1,0,0
2008,,,,no,,once or twice a week,yes,54,45,2,1,1,2,1,0,1,0
2009,no,good,good,,,,,55,47,2,1,1,2,1,0,1,0
2009,,,,,,,,54,46,2,1,1,2,1,0,0,0
2010,,,,no,,once every two months,no,55,47,2,1,1,2,1,0,0,0
2011,no,very good,very good,no,,once or twice a week,yes,56,48,2,1,1,2,1,0,0,0
2012,no,very good,very good,no,,once or twice a week,yes,58,49,2,1,1,2,1,0,0,0
2008,yes,very good,very good,no,,once or twice a month,no,51,51,1,2,1,3,1,1,0,0
2008,no,fairly good,fairly good,yes,"no, I stopped",once or twice a month,no,53,52,1,2,1,3,1,0,1,1
2009,yes,good,good,no,,once or twice a month,no,52,52,1,2,1,3,1,1,0,0
2008,yes,good,good,no,,once or twice a week,yes,50,46,2,2,1,1,1,0,1,1
2008,no,good,good,no,,once or twice a week,yes,49,45,2,2,1,1,1,1,0,0
2009,no,good,good,yes,"no, I stopped",once or twice a week,yes,50,46,2,2,1,1,1,1,0,0
2010,no,fairly good,fairly good,yes,"no, I stopped",once or twice a week,yes,51,47,2,2,1,1,0,0,0,0
2015,,,,,,,,41,35,1,1,1,1,4,3,1,0
2016,,,,,,,,42,36,1,1,1,1,4,3,0,0
2016,,,,,,,,42,36,1,1,1,1,4,3,1,0
2011,,,,,,,,49,46,3,3,1,1,4,2,1,1
2012,no,very good,good,no,,once every two months,no,50,48,3,3,1,1,4,2,1,1
2013,no,very good,good,no,,once or twice a month,no,51,49,3,3,1,1,4,2,1,1
2014,no,very good,very good,,,,,52,50,3,3,1,1,4,2,1,1
2014,,,,,,,,52,49,3,3,1,1,4,3,0,0
2015,,,,,,,,53,50,3,3,1,1,4,2,0,1
2015,no,very good,good,no,,not at all over the last 12 months,,53,51,3,3,1,1,4,3,0,0
2016,no,good,good,no,,not at all over the last 12 months,,54,51,3,3,1,1,4,2,0,1
2016,no,not so good,very good,no,,once or twice a month,no,54,52,3,3,1,1,4,3,0,0
2008,yes,good,good,no,,once or twice a week,yes,46,46,2,2,1,1,1,1,1,1
2009,no,good,good,no,,three of four days per week,yes,47,47,2,2,1,1,1,1,1,1
2009,,,,,,,,87,46,2,2,1,1,1,1,0,1
2010,yes,good,good,no,,once or twice a week,yes,48,48,2,2,1,1,1,1,1,1
2010,no,fairly good,fairly good,no,,once every two months,no,48,48,2,2,1,1,1,1,0,1
2011,yes,good,fairly good,no,,once or twice a year,no,49,49,2,2,1,1,1,1,0,1
2012,yes,good,fairly good,,,,,50,50,2,2,1,1,1,1,0,1
2015,,,,,,,,48,45,3,3,1,1,2,0,1,0
2016,,,,,,,,49,46,3,3,1,1,2,0,0,0
2016,no,good,good,no,,not at all over the last 12 months,,39,46,3,3,1,1,2,0,1,0
2015,,,,,,,,48,43,2,2,4,4,1,1,1,0
2016,,,,,,,,49,44,2,2,4,4,1,1,1,0
2008,no,very good,very good,no,,once or twice a year,yes,51,43,3,3,1,3,2,1,1,0
2009,,,,no,,once or twice a week,yes,50,43,3,3,1,3,2,1,1,0
2009,,,,,,,,50,43,3,3,1,3,2,0,0,1
2010,no,very good,very good,,,,,53,45,3,3,1,3,2,1,1,0
2010,no,very good,fairly good,,,,,51,44,3,3,1,3,2,0,0,1
2012,,,,,,,,53,41,3,1,1,1,2,0,0,1
2013,no,very good,not so good,,,,,48,42,3,1,1,1,2,0,0,1
2014,no,very good,not so good,,,,,49,43,3,1,1,1,2,0,0,1
2014,,,,,,,,55,43,3,1,1,1,2,1,0,0
2015,yes,fairly good,not so good,no,,once or twice a month,yes,50,44,3,1,1,1,2,0,0,1
2015,,,,,,,,56,44,3,1,1,1,2,1,0,0
2015,no,good,,no,,not at all over the last 12 months,,56,44,3,1,1,1,2,1,0,0
2016,,,,,,,,57,45,3,1,1,1,2,1,0,0
2016,no,good,,no,,not at all over the last 12 months,,57,45,3,1,1,1,2,1,0,0
2012,,,,yes,yes,once or twice a year,no,44,41,3,3,1,1,1,1,0,1
2013,yes,very good,very good,yes,yes,once or twice a year,yes,46,43,3,3,1,1,1,1,1,1
2015,,,,,,,,48,45,3,3,4,4,1,1,0,1
2016,no,very good,very good,no,,not at all over the last 12 months,,49,46,3,3,4,4,1,1,0,1
2014,,,,,,,,49,48,1,2,1,1,1,0,0,1
2014,no,good,good,,,,,51,49,1,2,1,1,1,1,1,0
2015,no,very good,very good,no,,once or twice a week,yes,51,50,1,2,1,1,1,0,0,1
2016,no,very good,very good,no,,once or twice a week,no,52,51,1,2,1,1,1,0,0,1
2009,,,,no,,once or twice a year,no,51,47,3,1,1,1,0,0,1,0
2010,no,good,good,no,,once or twice a year,no,52,21,3,1,1,1,0,0,1,0
2011,no,good,good,,,,,53,51,3,1,1,1,0,0,1,0
2012,,,,,,,,54,50,3,2,1,1,0,0,0,0
2008,,,,,,,,63,51,2,3,3,1,0,0,0,0
2012,,,,,,,,50,44,2,2,4,4,1,1,1,1
2013,,,,no,,once every two months,yes,51,45,2,2,4,4,1,1,1,1
2014,,,,,,,,52,46,2,2,4,4,1,1,1,1
2015,no,very good,very good,no,,once or twice a month,yes,54,47,2,2,4,4,1,1,1,1
2015,,,,,,,,54,47,2,2,4,4,1,1,0,0
2016,,,,,,,,55,48,2,2,4,4,1,1,0,0
2009,,,,,,,,49,39,3,3,1,1,1,1,1,0
2010,no,good,good,no,,once or twice a week,yes,50,49,3,3,1,1,1,1,1,0
2011,,,,,,,,51,41,3,3,1,1,1,0,0,1
2011,no,fairly good,fairly good,no,,once or twice a week,yes,51,50,3,3,1,1,1,1,1,0
2012,no,very good,good,no,,once or twice a month,yes,52,52,3,3,1,1,1,0,0,1
2012,no,good,good,no,,once or twice a week,yes,52,51,3,3,1,1,1,1,1,0
2013,no,good,good,,,,,53,53,3,3,1,1,1,0,0,1
2014,,,,,,,,54,44,3,3,1,1,1,0,0,1
2016,,,,,,,,45,42,2,2,1,1,1,0,1,0
2013,,,,no,,once or twice a year,no,48,53,1,1,1,1,0,0,1,0
2014,no,very good,very good,,,,,50,54,1,1,1,1,0,0,1,0
2015,,,,,,,,51,55,1,1,1,1,0,0,1,0
2010,,,,,,,,44,41,2,1,4,4,2,0,1,0
2013,,,,,,,,48,47,1,2,1,1,1,1,1,0
2014,no,good,good,,,,,50,49,1,2,1,1,1,1,1,0
2015,no,good,good,no,,three of four days per week,yes,51,50,1,2,1,1,1,1,1,0
2015,,,,,,,,51,50,1,2,4,4,1,0,0,1
2016,no,good,good,no,,three of four days per week,yes,52,51,1,2,1,1,1,1,1,0
2016,no,good,good,no,,once or twice a year,no,52,51,1,2,4,4,1,0,0,1
2012,,,,,,,,60,52,3,3,1,1,0,0,1,0
2013,,,,,,,,61,53,3,3,1,1,0,0,1,0
2014,,,,,,,,62,54,3,3,1,1,0,0,1,0
2015,,,,,,,,64,56,3,3,1,1,0,0,1,0
2009,,,,,,,,48,43,1,1,4,4,2,1,1,0
2010,,,,,,,,49,44,1,1,4,4,2,1,1,0
2011,,,,,,,,50,45,1,1,4,4,2,2,0,0
2011,,,,,,,,50,45,1,1,4,4,2,1,1,0
2012,,,,,,,,51,46,1,1,4,4,2,2,0,0
2012,,,,,,,,51,46,1,1,4,4,2,1,1,0
2013,,,,,,,,52,47,1,1,4,4,2,1,0,0
2013,,,,,,,,52,47,1,1,4,4,2,2,0,0
2008,no,very good,very good,,,,,48,43,1,1,1,1,0,0,1,0
2009,,,,,,,,48,44,1,1,1,1,0,0,1,0
2008,no,good,good,yes,"no, I stopped",once or twice a week,yes,51,56,2,3,1,1,1,1,1,1
2008,,,,yes,"no, I stopped",once or twice a month,no,50,55,2,3,1,1,1,1,0,1
2009,yes,very good,very good,yes,"no, I stopped",once or twice a month,yes,50,57,2,3,1,1,0,0,0,1
2010,,,,,,,,52,57,2,3,1,1,1,1,0,1
2011,,,,,,,,53,58,2,3,1,1,1,1,0,1
2015,,,,,,,,48,43,1,3,1,1,1,1,1,1
2016,no,good,good,no,,not at all over the last 12 months,,49,37,1,3,1,1,1,1,1,1
2012,,,,yes,yes,once or twice a week,yes,49,49,2,2,1,1,1,0,1,1
2013,no,good,good,yes,yes,five or six days per week,yes,50,51,2,2,1,1,1,0,1,1
2013,,,,,,,,50,50,2,2,1,1,1,1,0,0
2014,no,good,good,,,,,51,52,2,2,1,1,1,0,1,1
2014,no,good,good,,,,,51,52,2,2,1,1,1,1,0,0
2015,no,good,good,no,,once or twice a week,yes,52,53,2,2,1,1,0,0,0,0
2016,yes,very good,very good,no,,once or twice a week,yes,53,54,2,2,1,1,0,0,0,0
2009,,,,,,,,44,43,2,2,4,4,2,1,1,0
2010,,,,,,,,45,44,2,2,4,4,2,2,0,0
2010,,,,,,,,45,44,2,2,4,4,2,1,1,0
2011,,,,,,,,46,45,2,2,4,4,2,2,0,0
2011,,,,,,,,46,45,2,2,4,4,2,1,1,0
2012,,,,,,,,47,46,2,2,4,4,2,2,0,0
2012,,,,,,,,47,46,2,2,4,4,2,1,0,1
2012,,,,,,,,47,46,2,2,4,4,2,1,1,0
2013,,,,,,,,48,47,2,2,4,4,2,2,0,0
2013,no,very good,good,,,,,49,48,2,2,4,4,2,1,0,1
2014,,,,,,,,49,48,2,2,4,4,2,1,0,1
2015,,,,,,,,50,50,2,2,4,4,2,1,0,1
2016,,,,,,,,43,42,3,2,1,1,0,0,1,0
2016,,,,,,,,42,41,2,3,4,4,2,1,1,0
2008,no,very good,very good,yes,yes,once or twice a week,yes,57,53,1,3,1,1,0,0,1,0
2009,no,very good,very good,yes,yes,three of four days per week,yes,58,54,1,3,1,1,0,0,1,0
2010,no,very good,,yes,yes,five or six days per week,yes,59,55,1,3,1,1,0,0,1,0
2011,no,very good,,yes,yes,five or six days per week,yes,60,56,1,3,1,1,0,0,1,0
2008,yes,fairly good,good,no,,once or twice a year,no,48,42,1,2,1,1,1,1,1,1
2008,,,,no,,once or twice a month,no,47,41,1,2,1,1,1,1,0,1
2009,yes,fairly good,good,no,,once or twice a year,no,49,43,1,2,1,1,1,1,1,1
2009,no,good,good,no,,once or twice a month,no,49,43,1,2,1,1,1,1,0,1
2010,no,good,good,no,,once or twice a week,no,50,44,1,2,1,1,1,1,0,1
2011,no,good,very good,no,,once or twice a month,no,51,45,1,2,1,1,1,1,0,1
2016,,,,,,,,42,44,1,3,2,1,1,0,1,0
2008,,,,no,,once or twice a week,yes,41,42,2,2,1,1,4,3,1,0
2009,,,,,,,,42,43,2,2,1,1,4,2,0,1
2009,no,good,good,no,,once or twice a week,yes,42,43,2,2,1,1,4,3,1,0
2010,no,very good,very good,no,,once or twice a week,yes,44,45,3,2,1,1,4,2,0,1
2010,,,,,,,,43,44,3,2,1,1,4,3,1,0
2011,no,very good,very good,yes,yes,once or twice a week,yes,45,46,3,2,1,1,4,2,0,1
2011,,,,,,,,44,45,3,2,1,1,4,3,1,0
2012,no,very good,very good,no,,five or six days per week,yes,46,47,3,2,1,1,4,2,0,1
2012,,,,no,,once or twice a month,no,45,46,3,2,1,1,4,2,0,1
2013,no,very good,very good,no,,once or twice a week,yes,47,48,3,2,1,1,4,2,0,1
2014,no,very good,very good,,,,,48,49,3,2,1,1,4,2,0,1
2016,,,,,,,,49,51,3,2,1,1,2,2,0,0
2008,,,,,,,,70,55,1,3,1,1,0,0,0,0
2009,,,,,,,,71,56,1,3,1,1,0,0,0,0
2008,no,very good,very good,,,,,43,43,1,1,1,1,1,0,1,1
2009,yes,very good,very good,yes,yes,once or twice a week,yes,44,44,1,1,1,1,1,0,1,1
2009,,,,yes,"no, I stopped",almost every day,yes,44,44,1,1,1,1,1,1,0,0
2010,no,very good,very good,no,,once or twice a week,yes,45,45,1,1,1,1,1,1,0,0
2011,,,,no,,not at all over the last 12 months,,46,46,1,1,1,1,1,1,0,0
2012,no,very good,very good,no,,once or twice a week,no,50,47,1,1,1,1,1,1,0,0
2011,,,,,,,,47,37,2,1,1,1,0,0,1,1
2012,no,good,very good,no,,not at all over the last 12 months,,49,39,2,1,1,1,0,0,1,1
2013,no,good,good,no,,three of four days per week,no,50,40,2,1,1,1,0,0,1,1
2014,no,good,good,,,,,51,41,2,1,1,1,0,0,1,1
2012,,,,,,,,52,51,1,2,1,1,2,0,0,0
2013,,,,,,,,45,41,1,2,1,1,1,0,1,1
2014,no,good,good,,,,,47,43,1,2,1,1,1,0,1,1
2015,no,good,good,,,,,48,44,1,2,1,1,1,0,1,1
2016,,,,,,,,49,45,1,2,1,1,1,0,1,1
2012,,,,,,,,42,44,3,3,1,1,2,0,1,1
2013,yes,very good,very good,no,,once or twice a month,no,44,46,3,3,1,1,2,0,1,1
2014,yes,very good,very good,,,,,45,47,3,3,1,1,2,0,1,1
2014,,,,,,,,44,46,3,3,1,1,2,1,0,0
2015,yes,very good,very good,,,,,48,46,3,3,1,1,2,0,1,1
2015,no,very good,very good,yes,"no, I stopped",once or twice a week,yes,46,48,3,3,1,1,2,1,0,0
2016,no,good,very good,,,,,47,49,3,3,1,1,2,1,0,0
2008,no,very good,very good,no,,once or twice a week,yes,46,42,2,1,1,1,3,1,0,0
2009,,,,,,,,46,42,2,1,1,1,2,0,0,0
2010,,,,,,,,47,43,2,1,1,1,2,0,0,0
2011,,,,,,,,49,44,2,1,1,1,2,0,0,0
2012,,,,,,,,49,45,2,1,1,1,2,0,0,0
2015,,,,,,,,56,50,1,1,4,4,0,0,1,0
2016,,,,,,,,57,51,1,1,4,4,0,0,1,0
2010,,,,yes,yes,once or twice a year,no,47,47,2,2,1,1,1,1,0,1
2011,no,good,fairly good,yes,yes,once or twice a week,yes,48,48,2,2,1,1,1,1,0,1
2012,yes,very good,fairly good,yes,yes,once or twice a week,yes,48,48,2,2,1,1,1,1,0,1
2015,,,,,,,,48,44,3,3,2,1,2,1,1,0
2016,no,very good,very good,no,,once or twice a week,yes,49,45,3,3,2,1,2,1,1,0
2012,,,,,,,,40,44,2,1,4,4,0,0,1,0
2013,,,,,,,,41,45,2,1,4,4,0,0,1,0
2014,,,,,,,,43,41,2,3,3,1,3,2,1,0
2015,,,,,,,,44,43,2,3,3,1,3,2,1,0
2010,,,,,,,,47,44,1,1,1,1,1,0,0,0
2010,,,,,,,,47,44,1,1,1,1,1,1,0,0
